timestamp,Delta,Theta,Alpha,Beta,Gamma,Stress_Index,Stress_Label,Trend,User_Comment
1769056689.4979305,0.4897382813641351,0.08418883355584046,0.03750991627538256,0.04980271669099906,0.07431146222219301,0.40922612215774484,L,Increasing,
1769056690.510032,0.3674826275282733,0.11411374842364978,0.05730691548690568,0.07911599775838773,0.10612920536973638,0.461528583689801,L,Increasing,
1769056691.5311346,0.39612424353495507,0.13397605636314722,0.08511530308468306,0.08191617965620665,0.0759549867034843,0.37388880133774055,L,Decreasing,
1769056692.549521,0.3586967819272803,0.1904932667085918,0.12019739084897878,0.13787799820001645,0.049214385706832633,0.4437776002223939,L,Increasing,
1769056693.5595279,0.45782533203525866,0.15510144763756648,0.1314396377936976,0.06706620728314726,0.040576010788454964,0.23405360222114788,L,Decreasing,
1769056694.5658445,0.46248286875971345,0.16607951259516623,0.14631953812707227,0.07129158532944856,0.0394495621807491,0.22820606195366921,L,Stable,
1769056695.5817075,0.487394868822072,0.1588825590163882,0.12430673435699617,0.06239802090401845,0.03485452133886188,0.2203395468140114,L,Stable,
1769056696.6009214,0.5371975035478898,0.13259988178920282,0.10333815993692401,0.05866047279884261,0.026603302629158,0.24862554484278393,L,Increasing,
1769056697.6071823,0.620598020841349,0.1021578491466272,0.0704725038872448,0.03403590556882312,0.018745688805080696,0.19715946709949572,L,Decreasing,
1769056698.6195004,0.6122354952281315,0.12454976387731068,0.046294297685738256,0.03137858535422472,0.025328834863044998,0.18366691473048355,L,Stable,
1769056699.6319754,0.6118872929121396,0.09150897179686043,0.05454364106891603,0.03057511465865209,0.03168191801715668,0.2093417208840337,L,Increasing,
1769056700.6419911,0.5976417575297466,0.10132948938453896,0.051987483566947254,0.03509413586444239,0.030863519967697973,0.22889772926718177,L,Stable,
1769056701.661183,0.5687794593287555,0.17528239899983677,0.04934851105893308,0.04591856932628372,0.03529933148715118,0.20441694732627333,L,Decreasing,
1769056702.6790028,0.42640120547578375,0.16095993214275114,0.04468363941850645,0.08790869226314402,0.07877058838886467,0.42747878825946883,L,Increasing,
1769056703.6816673,0.3817013475835763,0.10776603909284495,0.04432106848791992,0.08545350609046162,0.10389226839546281,0.5618684290951703,M,Increasing,
1769056704.6863399,0.36745703644865746,0.1491373803517307,0.06041545814465734,0.10008022134689006,0.08350737722142296,0.47758715404592833,L,Decreasing,
1769056705.6928215,0.3720113048187968,0.127985743628175,0.08006118528936056,0.09291285432504912,0.07097737246470517,0.4465935076040925,L,Decreasing,
1769056706.7002702,0.44581914555555946,0.15627514408780468,0.10259806007942177,0.060464400011288076,0.05417161308140741,0.23356672483377117,L,Decreasing,
1769056707.7093134,0.4519582270824829,0.18422672972874554,0.09785546388106212,0.05440843261723555,0.046871487566773694,0.1928808020108286,L,Decreasing,
1769056708.722104,0.43856877466715627,0.16051922387242512,0.08672441582552927,0.0696828054468266,0.04843006307252886,0.28183747696999367,L,Increasing,
1769056709.7285542,0.3692879122623276,0.15301414443013378,0.12438569355640314,0.09318107891632929,0.05609638856276866,0.33590770522781066,L,Increasing,
1769056710.753184,0.3065259383581542,0.17772064449079028,0.14039429672737833,0.10829310493319919,0.06471935511896802,0.3404202396098414,L,Stable,
1769056711.7718174,0.3177644929000306,0.1894732634978244,0.16051240044907433,0.11615535258788845,0.06243524338536782,0.3318850817856076,L,Stable,
1769056712.7973683,0.2698756577229317,0.1590815647281526,0.17422723942590934,0.12667597213657752,0.07311129065201935,0.3800547435383136,L,Increasing,
1769056713.809682,0.30921000297215234,0.14060251947559782,0.16280425319254282,0.11957942389691727,0.07483393866739937,0.39412116191139923,L,Stable,
1769056714.83203,0.3062713202988677,0.09791838852191218,0.1545799418946229,0.11476823658382478,0.09443380852961673,0.454528874965718,L,Increasing,
1769056715.8523858,0.22867803597173414,0.15067728009710668,0.10991544412149265,0.1117776505660744,0.12161965054779256,0.42893454514779333,L,Decreasing,
1769056716.8710206,0.20038206765640526,0.11536733055235007,0.07465283616600743,0.13464064780120294,0.16082640011723762,0.7085560526041945,M,Increasing,
