timestamp,Delta,Theta,Alpha,Beta,Gamma,Stress_Index,Stress_Label
1769023360.4157703,0.05154784395212432,0.05139663006235645,0.03605115545232983,0.05100480537877472,0.5506054857693972,0.5832534446142639,M
1769023361.4384012,0.051275090500057054,0.0477963149223574,0.03929874880048002,0.048002322615557216,0.5703682778924447,0.5511422739874127,M
1769023362.4552367,0.06074146606926023,0.042535619707433796,0.04234302306151648,0.04297200850944436,0.5737051257948544,0.5062699029780071,M
1769023363.4764245,0.0745149583397111,0.0405807839020519,0.0339856972374933,0.04195827710487644,0.5670941294485754,0.5626886742540752,M
1769023364.4981189,0.052194810512164555,0.03841051222032099,0.03853319002140694,0.04476826226657617,0.5717100508956247,0.5818238418277726,M
1769023365.5188406,0.05886716996920819,0.03349751570069111,0.03860748082142258,0.038775022650687704,0.5771420681477115,0.5377503192650012,M
1769023366.5380743,0.12503150630132737,0.04086268357230451,0.022186609918608886,0.01455174631610171,0.5613290937794136,0.2307958537607578,L
1769023367.5579755,0.11486933490873705,0.05359566135392113,0.017692728209376226,0.014297858888995266,0.5604555364534857,0.2005608264649299,L
1769023368.5767634,0.11095403851129755,0.0486467334593825,0.016572327710431583,0.01348215078386939,0.5619451804508062,0.20671784941700355,L
1769023369.5974317,0.11131249810111059,0.050697888261176036,0.01689941604540788,0.014356824067690194,0.5612952245221503,0.2123843817527812,L
1769023370.618762,0.104421844815305,0.04767843334139177,0.016203245270820944,0.013904454749790676,0.5531747042533279,0.21765610102536473,L
1769023371.6356955,0.06672455664038997,0.028794498029833797,0.01803362363151457,0.035585218920272485,0.552932233959541,0.7598950750691459,M
1769023372.658087,0.035523566215359514,0.028604473058167053,0.021186886698103112,0.04966785095393307,0.5335443246464899,0.9974994396138974,M
1769023373.6756716,0.07932804956357942,0.05429906811668707,0.022806773218268357,0.032374496214812046,0.5219476251192321,0.4198654186102092,L
1769023374.6993744,0.0984060577585406,0.0435018597395181,0.014634828600232314,0.029873021657704495,0.49361065269410076,0.513832292111956,M
1769023375.7178762,0.08991109884104811,0.04388355218235444,0.013234284665418181,0.038400883799910794,0.4071324585977366,0.6722980704640916,M
1769023376.7374601,0.1372897242495262,0.048867675095421295,0.00865703296347755,0.026223449784514113,0.4343656278809059,0.45585618446738124,L
1769023377.7575383,0.13930931182764222,0.049332758357449095,0.009001886999841242,0.02486513543604588,0.4575620689544201,0.4262425706230475,L
1769023378.7787836,0.11904172100855741,0.03893403780568565,0.008906676455371073,0.027811372377624904,0.47134296742236803,0.581320565267943,M
1769023379.798921,0.14970728773349556,0.039663881599468084,0.004903856284439023,0.017066579097248395,0.45940700830376724,0.38292713474865525,L
1769023380.8187397,0.1438879788390251,0.04062392447859618,0.006578153554199058,0.01235733574388522,0.5343345176467988,0.2617908886217065,L
1769023381.837824,0.09911586979540349,0.05146962692735314,0.010848138245768668,0.025230975286483694,0.5379204744617772,0.4048696282153847,L
1769023382.8578875,0.11116616012170626,0.057191622607460635,0.010580184845210814,0.02837056993678428,0.49569466161878173,0.4186128773932911,L
1769023383.8767831,0.0972029281410943,0.048694353196397276,0.012209530718824625,0.035268868638073304,0.509980392056743,0.5790811240551201,M
1769023384.8979928,0.10722499946522183,0.04144859273571368,0.024251972053843742,0.026235524193188024,0.5115108692768068,0.3993135365530577,L
1769023385.9163604,0.11504377822172403,0.042085346648844044,0.01595125194423075,0.030329169117432154,0.5079069569822673,0.522577946928547,M
1769023386.938579,0.13262480774872323,0.03725466386545969,0.014670776932555547,0.01776200959462909,0.4907638461348613,0.34206098707439236,L
1769023387.9657714,0.13242696062814585,0.06175123218536205,0.018340097676942647,0.012309532499411056,0.5290883345942555,0.1536917769850583,L
1769023388.995935,0.1580287779761479,0.04564853571129386,0.006369980717339819,0.00796576215101932,0.524376765042597,0.1531302614461567,L
1769023390.0164495,0.160390770508196,0.045717222448301745,0.004799624387085968,0.009923916792853957,0.5245863636062715,0.19644378006036198,L
1769023391.0398586,0.15455201262361068,0.060243599442126775,0.007009050150842905,0.01416958790263026,0.509295227378501,0.21068875798394543,L
1769023392.0567575,0.15754185585760677,0.06931115876306163,0.00512496681165163,0.012445340840810608,0.4891303191717924,0.16719265749077186,L
1769023393.0774543,0.12963233216250886,0.04677373917903374,0.008268289749601605,0.01736572734974489,0.5251193436619037,0.3154936726367291,L
1769023394.1003954,0.12452679675966405,0.044220706921904135,0.012963514153919253,0.014802251914075911,0.5221655053811428,0.25884750702369785,L
1769023395.115846,0.13043549826411222,0.037844491221300035,0.009900300991120548,0.015823177016192246,0.5436526021775351,0.33140463867046294,L
1769023396.1364179,0.12306257024822975,0.04065601365537456,0.02432915785183799,0.017704268257708003,0.5548350838732663,0.2724313164954344,L
1769023397.1560328,0.14387844215209394,0.042973805126512006,0.014560590756470926,0.017705991649000004,0.5581921358622207,0.30774085025869874,L
1769023398.1770864,0.11065610769257786,0.03706966405326917,0.014573464957484971,0.029195141053762457,0.5612603860447789,0.5653138432769965,M
1769023399.1956193,0.11720801811933115,0.04085494670900159,0.012062016484845561,0.025023876860161214,0.5440701856377879,0.472880574947578,L
1769023400.1981115,0.09747481029315452,0.053817126619572296,0.025206354396593307,0.03302089674414786,0.5406867806909829,0.4178565467249694,L
1769023401.218099,0.09894384719795987,0.06492400360416975,0.03129963170824109,0.030646421064666036,0.5354443147916729,0.3184883056731453,L
1769023402.2393267,0.05607815133625645,0.05035987520638695,0.02722896033539962,0.038814251185985374,0.5232310403649267,0.5002491745852674,M
1769023403.2547574,0.04285374814245951,0.08548095463983178,0.030834158880500832,0.034596521557016674,0.5242335053947311,0.2974353295510431,L
1769023404.2753048,0.043969667600538984,0.07367265788454094,0.030369474005838983,0.042819768703179405,0.5153865329722938,0.4115578599488375,L
1769023405.2786188,0.09231301452353255,0.06757541774016368,0.020998435820499643,0.02646989893021292,0.5094818823302983,0.2988421416026859,L
1769023406.2957551,0.09613747444228067,0.06752333646535354,0.019065673705097215,0.025960772229514546,0.519676971894598,0.2998125554946958,L
