timestamp,Delta,Theta,Alpha,Beta,Gamma,Stress_Index,Stress_Label,Comment
1769023507.5873277,0.010738981092272368,0.0044773614843581725,0.003767861605499017,0.008114631034288635,0.6128562902578721,0.9840421421862316,M,Stable
1769023508.5927942,0.014983386125028877,0.004276391553180185,0.005185148250507,0.012031765161126522,0.5792780523301262,1.2715154082034308,M,Increasing
1769023509.6071918,0.01963695699590837,0.009900300924813355,0.007415871053612409,0.013920179070141241,0.5341125361731148,0.8038367400568295,M,Decreasing
1769023510.6289406,0.012519165691308776,0.008713670974494537,0.007688496123171712,0.011035646189884044,0.5469311322975472,0.6727753319939132,M,Decreasing
1769023511.6476598,0.0119287802595672,0.010256207822630061,0.008801134795133331,0.012712695606467525,0.5548224213505408,0.6670409836487362,M,Stable
1769023512.66709,0.01089284510390825,0.011555764240866753,0.010058063879508082,0.014451484438024053,0.5276380880648918,0.6685912262425818,M,Stable
1769023513.6879194,0.012320286856008356,0.013617082565148386,0.010605860821913862,0.010923161401264168,0.5102247256138981,0.4509241632020207,L,Decreasing
1769023514.692742,0.012671002417429009,0.008319190360379241,0.002933694649213308,0.007378395369784149,0.5850285421916649,0.6556309544210712,M,Increasing
1769023516.1653543,0.00968343581576521,0.006281080769225604,0.0018511804644041965,0.006248108411247798,0.6059140911061129,0.768216860588815,M,Increasing
1769023517.1874154,0.009786481891207713,0.005054470668789737,0.001664312045807467,0.004950571321474516,0.6466393265659367,0.7367159820094366,M,Decreasing
1769023518.2084901,0.007301365564244183,0.003851915972700456,0.001284602662772989,0.004505318367615781,0.7100825199992974,0.8769444331564155,M,Increasing
1769023519.227814,0.0012892540733274247,0.0006722574800707168,0.0004580900447515756,0.002346443701585549,0.7487516863722032,2.0740255757877044,H,Increasing
1769023520.2472603,0.0014098269223977282,0.0006943270734685086,0.00028218505499541687,0.002682197449344949,0.7457081387650232,2.743901964224001,H,Increasing
1769023521.268736,0.003936079558739509,0.0035547312776542084,0.0019739098275695344,0.0030636154019622755,0.7344754729213481,0.5540351251852744,M,Decreasing
1769023522.2867165,0.011279763217883541,0.006441990882030779,0.0020886407780430897,0.0042676913524260195,0.7256008002288942,0.5002198316176567,M,Decreasing
1769023523.3074918,0.02205993997236714,0.006608753000267932,0.002846384165828895,0.004860610079988982,0.7019960030025931,0.5140164524490795,M,Stable
1769023524.3284187,0.0198992809768952,0.006140061675248604,0.0027301058183642063,0.004819328779020409,0.7019935111030104,0.5432575568537398,M,Increasing
1769023525.3490448,0.017544087121801017,0.006363243809693819,0.0031502048184762223,0.004533704636170824,0.6997528786254328,0.4765073430264359,L,Decreasing
1769023526.3678207,0.021714205188084,0.0044859910241488235,0.0016034743625998962,0.004563474666681527,0.7005923026919716,0.7492817669747324,M,Increasing
1769023527.387879,0.02158021087051134,0.006069110750854341,0.0023013013797664765,0.006197204461823392,0.6962787541347765,0.7402818503171474,M,Stable
1769023528.4066548,0.015365223004526663,0.00393949753316516,0.003997991226270694,0.007304381112363809,0.6877034463794586,0.9201223726218254,M,Increasing
1769023529.4277556,0.009254593996804752,0.008246710994443292,0.0060445202824663735,0.008495997567651374,0.673353095536273,0.5944486485729763,M,Decreasing
1769023530.4458897,0.011247775797936736,0.010830330032137894,0.007330989276183442,0.008984976460392004,0.6609319149746927,0.4947042449735703,L,Decreasing
1769023531.4690056,0.01330365776257349,0.009727869712695281,0.007738992045807798,0.009465246696504564,0.662180051483317,0.5418663616282073,M,Increasing
